,image,real_calibration,calibration
31,serie_4_angle_259.97_mrad.tiff,258.5606561038387,259.97
32,serie_2_angle_194.45_mrad.tiff,198.73556981979854,194.45
33,serie_3_angle_291.30_mrad.tiff,285.754889922784,291.3
34,serie_3_angle_131.79_mrad.tiff,130.61086646197765,131.79
35,serie_3_angle_234.33_mrad.tiff,240.2397113640512,234.33
36,serie_0_angle_106.15_mrad.tiff,106.2147499959062,106.15
37,serie_4_angle_ 32.09_mrad.tiff,33.56843587159124,32.09
38,serie_1_angle_180.21_mrad.tiff,179.3424447905853,180.21
39,serie_2_angle_271.36_mrad.tiff,273.5432148115387,271.36
40,serie_4_angle_111.85_mrad.tiff,112.76687459056761,111.85
41,serie_2_angle_ 69.12_mrad.tiff,68.7011281185682,69.12
42,serie_3_angle_277.06_mrad.tiff,270.99005559085117,277.06
43,serie_1_angle_163.12_mrad.tiff,155.68463355564333,163.12
44,serie_4_angle_ 37.79_mrad.tiff,37.57376060626974,37.79
45,serie_0_angle_ 71.97_mrad.tiff,74.23834155057887,71.97
46,serie_2_angle_163.12_mrad.tiff,166.60796020988667,163.12
47,serie_0_angle_180.21_mrad.tiff,174.8458192240302,180.21
48,serie_0_angle_251.42_mrad.tiff,245.69765040237175,251.42
49,serie_3_angle_288.45_mrad.tiff,284.8141755127008,288.45
50,serie_0_angle_134.64_mrad.tiff,129.14748010865867,134.64
51,serie_3_angle_242.88_mrad.tiff,242.13090804681352,242.88
52,serie_2_angle_ 60.58_mrad.tiff,58.91255455530503,60.58
53,serie_3_angle_ 49.18_mrad.tiff,47.46849974658004,49.18
54,serie_1_angle_285.61_mrad.tiff,282.9063695868626,285.61
55,serie_3_angle_231.48_mrad.tiff,238.6713748650819,231.48
56,serie_1_angle_131.79_mrad.tiff,126.27753610624404,131.79
57,serie_1_angle_245.73_mrad.tiff,244.32822827956315,245.73
58,serie_1_angle_ 23.55_mrad.tiff,23.55,23.55
59,serie_1_angle_ 52.03_mrad.tiff,52.31767246246201,52.03
60,serie_0_angle_ 43.48_mrad.tiff,44.28109813103205,43.48
61,serie_3_angle_ 20.70_mrad.tiff,20.7,20.7
62,serie_1_angle_211.55_mrad.tiff,214.38008725745556,211.55
63,serie_0_angle_140.33_mrad.tiff,134.3193309974639,140.33
64,serie_4_angle_208.70_mrad.tiff,214.38008725745556,208.7
65,serie_0_angle_ 29.24_mrad.tiff,29.24,29.24
66,serie_2_angle_297.00_mrad.tiff,303.4271838680914,297.0
67,serie_2_angle_109.00_mrad.tiff,108.23788809106632,109.0
68,serie_1_angle_ 34.94_mrad.tiff,33.56843587159124,34.94
69,serie_2_angle_285.61_mrad.tiff,279.20187545724065,285.61
70,serie_3_angle_217.24_mrad.tiff,218.69719218978022,217.24
71,serie_1_angle_ 69.12_mrad.tiff,71.31999875971535,69.12
72,serie_0_angle_100.45_mrad.tiff,100.19408714470765,100.45
73,serie_1_angle_222.94_mrad.tiff,223.17344012572633,222.94
74,serie_3_angle_ 91.91_mrad.tiff,93.53971462019229,91.91
75,serie_0_angle_259.97_mrad.tiff,255.9629058166852,259.97
76,serie_1_angle_191.61_mrad.tiff,189.9351833680879,191.61
77,serie_0_angle_231.48_mrad.tiff,227.29956499123927,231.48
78,serie_3_angle_259.97_mrad.tiff,258.6592387072254,259.97
79,serie_3_angle_237.18_mrad.tiff,235.64198517665787,237.18
80,serie_4_angle_271.36_mrad.tiff,268.76105110751945,271.36
81,serie_2_angle_ 63.42_mrad.tiff,64.47327887878268,63.42
82,serie_0_angle_188.76_mrad.tiff,186.3111188452781,188.76
83,serie_1_angle_148.88_mrad.tiff,148.88,148.88
84,serie_4_angle_245.73_mrad.tiff,244.32822827956315,245.73
85,serie_0_angle_126.09_mrad.tiff,123.09666462939823,126.09
86,serie_2_angle_ 32.09_mrad.tiff,33.56843587159124,32.09
87,serie_4_angle_148.88_mrad.tiff,142.06222811952455,148.88
88,serie_2_angle_277.06_mrad.tiff,272.3800810268696,277.06
89,serie_4_angle_191.61_mrad.tiff,192.79417601996565,191.61
90,serie_4_angle_128.94_mrad.tiff,124.69940766748432,128.94
91,serie_3_angle_200.15_mrad.tiff,206.25261288357493,200.15
92,serie_1_angle_ 77.67_mrad.tiff,78.10528955308614,77.67
93,serie_0_angle_254.27_mrad.tiff,251.57253026319444,254.27
94,serie_4_angle_120.39_mrad.tiff,115.17077362611175,120.39
95,serie_3_angle_ 60.58_mrad.tiff,61.296062205356236,60.58
96,serie_4_angle_ 91.91_mrad.tiff,92.06666367653202,91.91
97,serie_4_angle_171.67_mrad.tiff,167.1320330817936,171.67
98,serie_0_angle_ 37.79_mrad.tiff,38.00564291208893,37.79
99,serie_0_angle_282.76_mrad.tiff,280.63402287616873,282.76
100,serie_4_angle_131.79_mrad.tiff,127.92317237853705,131.79
101,serie_2_angle_279.91_mrad.tiff,278.9705264365498,279.91
102,serie_3_angle_205.85_mrad.tiff,208.92109296160393,205.85
103,serie_4_angle_279.91_mrad.tiff,278.9705264365498,279.91
104,serie_0_angle_111.85_mrad.tiff,112.08443841870296,111.85
105,serie_3_angle_ 77.67_mrad.tiff,78.10528955308614,77.67
106,serie_3_angle_271.36_mrad.tiff,271.9034145218061,271.36
107,serie_3_angle_ 69.12_mrad.tiff,68.44599008821108,69.12
108,serie_3_angle_240.03_mrad.tiff,244.95220051942616,240.03
109,serie_0_angle_217.24_mrad.tiff,215.102258370256,217.24
110,serie_4_angle_ 71.97_mrad.tiff,71.47785062617588,71.97
111,serie_2_angle_254.27_mrad.tiff,249.0178889213227,254.27
112,serie_0_angle_ 63.42_mrad.tiff,64.99322467619221,63.42
113,serie_2_angle_208.70_mrad.tiff,214.38008725745556,208.7
114,serie_0_angle_ 97.61_mrad.tiff,96.01948820611116,97.61
115,serie_1_angle_ 66.27_mrad.tiff,66.14369860419336,66.27
116,serie_4_angle_262.82_mrad.tiff,263.24057713162097,262.82
117,serie_1_angle_ 17.85_mrad.tiff,17.85,17.85
118,serie_4_angle_ 29.24_mrad.tiff,29.24,29.24
119,serie_0_angle_ 46.33_mrad.tiff,47.129589823671544,46.33
120,serie_1_angle_ 80.52_mrad.tiff,78.34540986060148,80.52
121,serie_4_angle_ 77.67_mrad.tiff,78.32875155243826,77.67
122,serie_4_angle_163.12_mrad.tiff,163.12,163.12
123,serie_4_angle_222.94_mrad.tiff,226.98020039206017,222.94
124,serie_2_angle_185.91_mrad.tiff,191.69039569615052,185.91
125,serie_4_angle_242.88_mrad.tiff,242.2114067135563,242.88
126,serie_0_angle_128.94_mrad.tiff,123.98707476688975,128.94
127,serie_0_angle_ 17.85_mrad.tiff,17.85,17.85
128,serie_4_angle_123.24_mrad.tiff,124.50894446066135,123.24
129,serie_1_angle_205.85_mrad.tiff,203.4837764780168,205.85
130,serie_0_angle_ 83.36_mrad.tiff,82.96109707435666,83.36
131,serie_3_angle_ 97.61_mrad.tiff,99.69279166282425,97.61
